artist,song,section,url,chord_progression
Ralph Vickers,Crucified Dreams - MAP34,Verse,http://www.hooktheory.com/theorytab/view/ralph-vickers/crucified-dreams---map34#verse,"6,4,6,1"
Headspace,Invasion,Chorus,http://www.hooktheory.com/theorytab/view/headspace/invasion#chorus,"6,4,6,1"
Enrique Iglesias,Dirty Dancer,Chorus,http://www.hooktheory.com/theorytab/view/enrique-iglesias/dirty-dancer#chorus,"6,4,6,4"
The Spill Canvas,All Over You,Intro,http://www.hooktheory.com/theorytab/view/the-spill-canvas/all-over-you#intro,"6,4,6,4"
Miley Cyrus,Wrecking Ball,Chorus,http://www.hooktheory.com/theorytab/view/miley-cyrus/wrecking-ball#chorus,"6,4,6,4"
The Coral,Dreaming of you,Verse,http://www.hooktheory.com/theorytab/view/the-coral/dreaming-of-you#verse,"6,4,6,4"
Alan Parsons Project,Eye In The Sky,Intro,http://www.hooktheory.com/theorytab/view/alan-parsons-project/eye-in-the-sky#intro,"6,4,6,4"
Alan Parsons Project,Eye In The Sky,Chorus,http://www.hooktheory.com/theorytab/view/alan-parsons-project/eye-in-the-sky#chorus,"6,4,6,4"
Shogo Sakai,Fate,Verse,http://www.hooktheory.com/theorytab/view/shogo-sakai/fate#verse,"6,4,6,4"
Fleetwood Mac,Rhiannon,Verse,http://www.hooktheory.com/theorytab/view/fleetwood-mac/rhiannon#verse,"6,4,6,4"
Wan Wan,Diva's Device,Pre-Chorus,http://www.hooktheory.com/theorytab/view/wan-wan/divas-device#pre-chorus,"6,4,6,4"
ZUN,Alice in Wonderland,Intro,http://www.hooktheory.com/theorytab/view/zun/alice-in-wonderland#intro,"6,4,6,4"
ZUN,Dolls in Pseudo Paradise - Eternal Shrine Maiden,Intro and Verse,http://www.hooktheory.com/theorytab/view/zun/dolls-in-pseudo-paradise---eternal-shrine-maiden#intro-and-verse,"6,4,6,4"
Blink-182,Go,Chorus,http://www.hooktheory.com/theorytab/view/blink-182/go#chorus,"6,4,6,4"
Blink 182,Give Me One Good Reason,Verse,http://www.hooktheory.com/theorytab/view/blink-182/give-me-one-good-reason#verse,"6,4,6,5"
Sia,Alive,Chorus,http://www.hooktheory.com/theorytab/view/sia/alive#chorus,"6,4,6,5"
Rachel Platten,Fight Song,Chorus,http://www.hooktheory.com/theorytab/view/rachel-platten/fight-song#chorus,"6,4,6,5"
Blink-182,No Future,Chorus,http://www.hooktheory.com/theorytab/view/blink-182/no-future#chorus,"6,4,6,5"
Plumb,In My Arms,Intro,http://www.hooktheory.com/theorytab/view/plumb/in-my-arms#intro,"6,4,6,2"
Avril Lavigne,When You're Gone,Verse,http://www.hooktheory.com/theorytab/view/avril-lavigne/when-youre-gone#verse,"6,4,5,1"
Blink 182,First Date,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/blink-182/first-date#pre-chorus-and-chorus,"6,4,5,1"
Kaoma,Lambada,Intro,http://www.hooktheory.com/theorytab/view/kaoma/lambada#intro,"6,4,5,1"
Sublime,Santeria,Chorus,http://www.hooktheory.com/theorytab/view/sublime/santeria#chorus,"6,4,5,1"
Rhythm Heaven Fever,Tonight,Verse,http://www.hooktheory.com/theorytab/view/rhythm-heaven-fever/tonight#verse,"6,4,5,1"
Green Day,Stray Heart,Pre-Chorus,http://www.hooktheory.com/theorytab/view/green-day/stray-heart#pre-chorus,"6,4,5,1"
They Might Be Giants,Where Your Eyes Don't Go,Verse,http://www.hooktheory.com/theorytab/view/they-might-be-giants/where-your-eyes-dont-go#verse,"6,4,5,1"
Bright Eyes,First Day of My Life,Intro,http://www.hooktheory.com/theorytab/view/bright-eyes/first-day-of-my-life#intro,"6,4,5,1"
Bright Eyes,First Day of My Life,Verse,http://www.hooktheory.com/theorytab/view/bright-eyes/first-day-of-my-life#verse,"6,4,5,1"
LiSA,Oath Sign ,Intro,http://www.hooktheory.com/theorytab/view/lisa/oath-sign-#intro,"6,4,5,1"
Hampton the Hampster,Hampster Dance,Chorus,http://www.hooktheory.com/theorytab/view/hampton-the-hampster/hampster-dance#chorus,"6,4,5,1"
Austin Mahone,What About Love,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/austin-mahone/what-about-love#pre-chorus-and-chorus,"6,4,5,1"
The Kooks,Naive,Intro and Verse,http://www.hooktheory.com/theorytab/view/the-kooks/naive#intro-and-verse,"6,4,5,1"
Linked Horizon,Guren no Yumiya,Chorus,http://www.hooktheory.com/theorytab/view/linked-horizon/guren-no-yumiya#chorus,"6,4,5,1"
The All-American Rejects,Dirty Little Secret,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/the-all-american-rejects/dirty-little-secret#pre-chorus-and-chorus,"6,4,5,1"
The Beatles,And I Love Her,Verse,http://www.hooktheory.com/theorytab/view/the-beatles/and-i-love-her#verse,"6,4,5,1"
Rodgers and Hammerstein,Do-Re-Mi,Verse,http://www.hooktheory.com/theorytab/view/rodgers-and-hammerstein/do-re-mi#verse,"6,4,5,1"
Dido,Thank You,Verse,http://www.hooktheory.com/theorytab/view/dido/thank-you#verse,"6,4,5,1"
Vanessa Hudgens,When There Was Me and You - High School Musical,Outro,http://www.hooktheory.com/theorytab/view/vanessa-hudgens/when-there-was-me-and-you---high-school-musical#outro,"6,4,5,1"
John Powell,How To Train Your Dragon - Test Drive,Chorus,http://www.hooktheory.com/theorytab/view/john-powell/how-to-train-your-dragon---test-drive#chorus,"6,4,5,1"
ZUN,Touhou 5 Mystic Square - Alice in Wonderland,Chorus,http://www.hooktheory.com/theorytab/view/zun/touhou-5-mystic-square---alice-in-wonderland#chorus,"6,4,5,1"
Johnny Cash,The Man Comes Around,Verse,http://www.hooktheory.com/theorytab/view/johnny-cash/the-man-comes-around#verse,"6,4,5,1"
Cartoons,Witch Doctor,Chorus,http://www.hooktheory.com/theorytab/view/cartoons/witch-doctor#chorus,"6,4,5,1"
Green Day,X-Kid,Chorus,http://www.hooktheory.com/theorytab/view/green-day/x-kid#chorus,"6,4,5,1"
Johann Sebastian Bach,BWV 1080 Art of the Fugue - Contrapunctus I,Pre-Outro,http://www.hooktheory.com/theorytab/view/johann-sebastian-bach/bwv-1080-art-of-the-fugue---contrapunctus-i#pre-outro,"6,4,5,1"
DJVI,Back on Track - from Geometry Dash,Verse,http://www.hooktheory.com/theorytab/view/djvi/back-on-track---from-geometry-dash#verse,"6,4,5,1"
Dragonforce,Through the Fire and Flames,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/dragonforce/through-the-fire-and-flames#verse-and-pre-chorus,"6,4,5,4"
Murray Gold,The Doctor's Theme Series 4,Intro,http://www.hooktheory.com/theorytab/view/murray-gold/the-doctors-theme-series-4#intro,"6,4,5,4"
Sloan,She Says What She Means,Chorus,http://www.hooktheory.com/theorytab/view/sloan/she-says-what-she-means#chorus,"6,4,5,4"
One Direction ,Night Changes ,Chorus,http://www.hooktheory.com/theorytab/view/one-direction-/night-changes-#chorus,"6,4,5,4"
Lauri Ylonen,Heavy,Chorus,http://www.hooktheory.com/theorytab/view/lauri-ylonen/heavy#chorus,"6,4,5,4"
Love and Theft,Angel Eyes,Chorus,http://www.hooktheory.com/theorytab/view/love-and-theft/angel-eyes#chorus,"6,4,5,4"
Van Morrison,Caravan,Verse,http://www.hooktheory.com/theorytab/view/van-morrison/caravan#verse,"6,4,5,4"
Don Henley,The Boys of Summer,Intro and Verse,http://www.hooktheory.com/theorytab/view/don-henley/the-boys-of-summer#intro-and-verse,"6,4,5,4"
Blink-182,She's Out Of Her Mind,Chorus,http://www.hooktheory.com/theorytab/view/blink-182/shes-out-of-her-mind#chorus,"6,4,5,4"
David Glen Eisley,Sweet Victory,Intro,http://www.hooktheory.com/theorytab/view/david-glen-eisley/sweet-victory#intro,"6,4,5,6"
The Beatles,The Fool on the Hill,Chorus,http://www.hooktheory.com/theorytab/view/the-beatles/the-fool-on-the-hill#chorus,"6,4,5,6"
Rockwell,Somebody's Watching Me,Chorus,http://www.hooktheory.com/theorytab/view/rockwell/somebodys-watching-me#chorus,"6,4,5,6"
Iron Maiden,Fear of the Dark,Chorus,http://www.hooktheory.com/theorytab/view/iron-maiden/fear-of-the-dark#chorus,"6,4,5,6"
Mike Candys,T-Rex,Intro,http://www.hooktheory.com/theorytab/view/mike-candys/t-rex#intro,"6,4,5,6"
Enya,Only Time,Chorus,http://www.hooktheory.com/theorytab/view/enya/only-time#chorus,"6,4,5,6"
Helloween,Halloween,Verse,http://www.hooktheory.com/theorytab/view/helloween/halloween#verse,"6,4,5,6"
Veggie Tales,His Cheeseburger,Verse,http://www.hooktheory.com/theorytab/view/veggie-tales/his-cheeseburger#verse,"6,4,5,6"
Kinuyo Yamashita,Castlevania - Vampire Killer,Instrumental,http://www.hooktheory.com/theorytab/view/kinuyo-yamashita/castlevania---vampire-killer#instrumental,"6,4,5,6"
Takashi Tateishi,Mega Man 2 - Dr Wily Stage 1,Intro,http://www.hooktheory.com/theorytab/view/takashi-tateishi/mega-man-2---dr-wily-stage-1#intro,"6,4,5,6"
Takashi Tateishi,Mega Man 2 - Dr Wily Stage 1,Chorus,http://www.hooktheory.com/theorytab/view/takashi-tateishi/mega-man-2---dr-wily-stage-1#chorus,"6,4,5,6"
Yeah Yeah Yeahs,Heads Will Roll,Chorus,http://www.hooktheory.com/theorytab/view/yeah-yeah-yeahs/heads-will-roll#chorus,"6,4,5,6"
ZUN,The Capital City of Flowers in the Sky,Verse,http://www.hooktheory.com/theorytab/view/zun/the-capital-city-of-flowers-in-the-sky#verse,"6,4,5,6"
Bon Jovi,Living On A Prayer,Verse,http://www.hooktheory.com/theorytab/view/bon-jovi/living-on-a-prayer#verse,"6,4,5,6"
HertzDevil,Extends Levant,Outro,http://www.hooktheory.com/theorytab/view/hertzdevil/extends-levant#outro,"6,4,5,6"
The Shins,Phantom Limb,Chorus,http://www.hooktheory.com/theorytab/view/the-shins/phantom-limb#chorus,"6,4,5,6"
ZUN,A God That Loves People - Romantic Fall,Verse,http://www.hooktheory.com/theorytab/view/zun/a-god-that-loves-people---romantic-fall#verse,"6,4,5,6"
Men At Work,Land Down Under,Verse,http://www.hooktheory.com/theorytab/view/men-at-work/land-down-under#verse,"6,4,5,6"
Ellie Goulding,Love Me Like You Do,Verse,http://www.hooktheory.com/theorytab/view/ellie-goulding/love-me-like-you-do#verse,"6,4,5,6"
Ellie Goulding,Love Me Like You Do,Pre-Chorus,http://www.hooktheory.com/theorytab/view/ellie-goulding/love-me-like-you-do#pre-chorus,"6,4,5,6"
Flip and Fill,Irish Blue,Pre-Chorus,http://www.hooktheory.com/theorytab/view/flip-and-fill/irish-blue#pre-chorus,"6,4,5,6"
Patent Pending,Hey Mario,Bridge,http://www.hooktheory.com/theorytab/view/patent-pending/hey-mario#bridge,"6,4,5,6"
ZUN,A World of Nightmares Never Seen Before,Outro,http://www.hooktheory.com/theorytab/view/zun/a-world-of-nightmares-never-seen-before#outro,"6,4,5,6"
Fleetwood Mac,Everywhere,Chorus,http://www.hooktheory.com/theorytab/view/fleetwood-mac/everywhere#chorus,"6,4,5,6"
Richard Marx,Richard Marx - Right Here Waiting,Chorus,http://www.hooktheory.com/theorytab/view/richard-marx/richard-marx---right-here-waiting#chorus,"6,4,5,6"
Richard Marx,Right Here Waiting,Chorus,http://www.hooktheory.com/theorytab/view/richard-marx/right-here-waiting#chorus,"6,4,5,6"
Nightwish,Wish I Had An Angel,Intro,http://www.hooktheory.com/theorytab/view/nightwish/wish-i-had-an-angel#intro,"6,4,5,6"
Toby Fox,Asgore,Intro,http://www.hooktheory.com/theorytab/view/toby-fox/asgore#intro,"6,4,5,6"
IOSYS,Artificial Children,Intro,http://www.hooktheory.com/theorytab/view/iosys/artificial-children#intro,"6,4,5,6"
Debbie Gibson,Out Of The Blue,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/debbie-gibson/out-of-the-blue#verse-and-pre-chorus,"6,4,5,6"
Au5 and Fractal,Blue,Pre-Chorus,http://www.hooktheory.com/theorytab/view/au5-and-fractal/blue#pre-chorus,"6,4,5,2"
ReLocate,Typhoon,Chorus,http://www.hooktheory.com/theorytab/view/relocate/typhoon#chorus,"6,4,5,2"
Usher,Scream,Intro,http://www.hooktheory.com/theorytab/view/usher/scream#intro,"6,4,5,3"
Cern,The Message - Northern Mix,Chorus,http://www.hooktheory.com/theorytab/view/cern/the-message---northern-mix#chorus,"6,4,5,3"
nano RIPE,15 Byou Hanasaku Iroha CM,Chorus,http://www.hooktheory.com/theorytab/view/nano-ripe/15-byou-hanasaku-iroha-cm#chorus,"6,4,5,3"
Jeremy Soule,Skyrim - Far Horizons,Chorus,http://www.hooktheory.com/theorytab/view/jeremy-soule/skyrim---far-horizons#chorus,"6,4,5,3"
ZUN,Eternal Shrine Maiden,Intro,http://www.hooktheory.com/theorytab/view/zun/eternal-shrine-maiden#intro,"6,4,5,3"
ZUN,Eternal Shrine Maiden,Outro,http://www.hooktheory.com/theorytab/view/zun/eternal-shrine-maiden#outro,"6,4,5,3"
Harufuri,Girlving to the Right,Verse,http://www.hooktheory.com/theorytab/view/harufuri/girlving-to-the-right#verse,"6,4,5,3"
MooseHeadMoosic,Rainbow Chicken Dance,Verse,http://www.hooktheory.com/theorytab/view/mooseheadmoosic/rainbow-chicken-dance#verse,"6,4,5,3"
Camille,Le Festin,Verse,http://www.hooktheory.com/theorytab/view/camille/le-festin#verse,"6,4,5,27"
Wakabayashi Mitsuru,This Game,Verse,http://www.hooktheory.com/theorytab/view/wakabayashi-mitsuru/this-game#verse,"6,4,5,67"
Michael Sembello,Maniac,Verse,http://www.hooktheory.com/theorytab/view/michael-sembello/maniac#verse,"6,4,5,67"
Pitbull,Rain Over Me,Verse,http://www.hooktheory.com/theorytab/view/pitbull/rain-over-me#verse,"6,4,2,1"
Avenged Sevenfold,Blinded In Chains,Bridge,http://www.hooktheory.com/theorytab/view/avenged-sevenfold/blinded-in-chains#bridge,"6,4,2,1"
Alan Howarth-John Carpenter,Escape From New York Main Theme,Intro,http://www.hooktheory.com/theorytab/view/alan-howarth-john-carpenter/escape-from-new-york-main-theme#intro,"6,4,2,1"
Christina Aguilera,Beautiful,Chorus,http://www.hooktheory.com/theorytab/view/christina-aguilera/beautiful#chorus,"6,4,2,1"
Skrillex,Kill Everybody,Chorus,http://www.hooktheory.com/theorytab/view/skrillex/kill-everybody#chorus,"6,4,2,4"
George Acosta feat Emma Lock,Never Fear - ATB Remix,Chorus,http://www.hooktheory.com/theorytab/view/george-acosta-feat-emma-lock/never-fear---atb-remix#chorus,"6,4,2,4"
Thomas Azier,Red Eyes - Mike Luck Remix,Intro and Verse,http://www.hooktheory.com/theorytab/view/thomas-azier/red-eyes---mike-luck-remix#intro-and-verse,"6,4,2,4"
Thomas Azier,Red Eyes - Mike Luck Remix,Pre-Chorus,http://www.hooktheory.com/theorytab/view/thomas-azier/red-eyes---mike-luck-remix#pre-chorus,"6,4,2,4"
Rafael Frost,Slipstream,Verse,http://www.hooktheory.com/theorytab/view/rafael-frost/slipstream#verse,"6,4,2,4"
Bisbetic,Feeling,Chorus,http://www.hooktheory.com/theorytab/view/bisbetic/feeling#chorus,"6,4,2,4"
Echotape,Far From Heaven,Chorus,http://www.hooktheory.com/theorytab/view/echotape/far-from-heaven#chorus,"6,4,2,6"
Pink Floyd,Welcome to the Machine,Verse,http://www.hooktheory.com/theorytab/view/pink-floyd/welcome-to-the-machine#verse,"6,4,2,6"
Grimes,Vanessa,Verse,http://www.hooktheory.com/theorytab/view/grimes/vanessa#verse,"6,4,2,6"
Arctic Monkeys,Do I Wanna Know,Pre-Chorus,http://www.hooktheory.com/theorytab/view/arctic-monkeys/do-i-wanna-know#pre-chorus,"6,4,2,6"
Helloween,A tale that wasn't right,Verse,http://www.hooktheory.com/theorytab/view/helloween/a-tale-that-wasnt-right#verse,"6,4,2,6"
Destiny's Child,Say My Name,Chorus,http://www.hooktheory.com/theorytab/view/destinys-child/say-my-name#chorus,"6,4,2,5"
Destiny's Child,Say My Name,Pre-Chorus,http://www.hooktheory.com/theorytab/view/destinys-child/say-my-name#pre-chorus,"6,4,2,5"
Tove Lo,Cool Girl,Chorus,http://www.hooktheory.com/theorytab/view/tove-lo/cool-girl#chorus,"6,4,2,5"
Cashmere Cat,Paws,Chorus,http://www.hooktheory.com/theorytab/view/cashmere-cat/paws#chorus,"6,4,2,3"
Lindsey Stirling,Moon Trance,Bridge,http://www.hooktheory.com/theorytab/view/lindsey-stirling/moon-trance#bridge,"6,4,3,2"
Chain Reaction,Barricades,Solo,http://www.hooktheory.com/theorytab/view/chain-reaction/barricades#solo,"6,4,3,2"
Greg Laswell,High And Low,Chorus,http://www.hooktheory.com/theorytab/view/greg-laswell/high-and-low#chorus,"6,4,27,1"
Nintendo,Kirby Air Ride - City Trial,Intro,http://www.hooktheory.com/theorytab/view/nintendo/kirby-air-ride---city-trial#intro,"6,4,27,5"
Nintendo,Kirby Air Ride - City Trial,Verse,http://www.hooktheory.com/theorytab/view/nintendo/kirby-air-ride---city-trial#verse,"6,4,27,5"
Sega,Chao Karate,Chorus,http://www.hooktheory.com/theorytab/view/sega/chao-karate#chorus,"6,4,27,5"
U2,In a Little While,Verse,http://www.hooktheory.com/theorytab/view/u2/in-a-little-while#verse,"6,4,16,1"
San Holo,Hiding ft The Nicholas,Intro,http://www.hooktheory.com/theorytab/view/san-holo/hiding-ft-the-nicholas#intro,"6,4,16,5"
John Williams,Cantina Band,Verse,http://www.hooktheory.com/theorytab/view/john-williams/cantina-band#verse,"6,5,1,6"
Helloween,Your turn,Chorus,http://www.hooktheory.com/theorytab/view/helloween/your-turn#chorus,"6,5,1,6"
Erasure,Always,Verse,http://www.hooktheory.com/theorytab/view/erasure/always#verse,"6,5,1,5"
Awolnation,Sail,Intro,http://www.hooktheory.com/theorytab/view/awolnation/sail#intro,"6,5,1,5"
Air,Venus,Verse,http://www.hooktheory.com/theorytab/view/air/venus#verse,"6,5,1,5"
Cyndi Lauper,Girls Just Want To Have Fun,Verse,http://www.hooktheory.com/theorytab/view/cyndi-lauper/girls-just-want-to-have-fun#verse,"6,5,1,5"
Vangelis,Conquest of Paradise,Verse,http://www.hooktheory.com/theorytab/view/vangelis/conquest-of-paradise#verse,"6,5,1,5"
Antonio Vivaldi,La Folia,Verse,http://www.hooktheory.com/theorytab/view/antonio-vivaldi/la-folia#verse,"6,5,1,5"
Bryan Adams,Summer of 69,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/bryan-adams/summer-of-69#pre-chorus-and-chorus,"6,5,1,5"
Kylie Minogue,In My Arms,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/kylie-minogue/in-my-arms#verse-and-pre-chorus,"6,5,1,5"
Nightwish,The Poet and the Pendulum,Bridge,http://www.hooktheory.com/theorytab/view/nightwish/the-poet-and-the-pendulum#bridge,"6,5,1,5"
Maroon 5,She Will Be Loved,Pre-Chorus,http://www.hooktheory.com/theorytab/view/maroon-5/she-will-be-loved#pre-chorus,"6,5,1,5"
Alkaline Trio,Radio,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/alkaline-trio/radio#pre-chorus-and-chorus,"6,5,1,5"
Loch Lomond,Wax And Wire,Intro,http://www.hooktheory.com/theorytab/view/loch-lomond/wax-and-wire#intro,"6,5,1,5"
Aage Aleksandersen,Fire Pils Og En Pizza,Intro,http://www.hooktheory.com/theorytab/view/aage-aleksandersen/fire-pils-og-en-pizza#intro,"6,5,1,5"
Aage Aleksandersen,Fire Pils Og En Pizza,Verse,http://www.hooktheory.com/theorytab/view/aage-aleksandersen/fire-pils-og-en-pizza#verse,"6,5,1,5"
Stone Temple Pilots,Sex Type Thing,Chorus,http://www.hooktheory.com/theorytab/view/stone-temple-pilots/sex-type-thing#chorus,"6,5,1,5"
Black Sabbath,Paranoid,Intro and Verse,http://www.hooktheory.com/theorytab/view/black-sabbath/paranoid#intro-and-verse,"6,5,1,5"
ZUN,Old Yuanxian,Intro,http://www.hooktheory.com/theorytab/view/zun/old-yuanxian#intro,"6,5,1,5"
Robyn,Call Your Girlfriend,Verse,http://www.hooktheory.com/theorytab/view/robyn/call-your-girlfriend#verse,"6,5,1,5"
ArmanArX,Gila Dengan Kertas-Kertas,Chorus,http://www.hooktheory.com/theorytab/view/armanarx/gila-dengan-kertas-kertas#chorus,"6,5,1,5"
Spice Girls,2 Become 1,Chorus,http://www.hooktheory.com/theorytab/view/spice-girls/2-become-1#chorus,"6,5,1,5"
Black Sabbath,Paranoid,Solo,http://www.hooktheory.com/theorytab/view/black-sabbath/paranoid#solo,"6,5,1,5"
Blink-182,Even If She Falls,Chorus,http://www.hooktheory.com/theorytab/view/blink-182/even-if-she-falls#chorus,"6,5,1,5"
Homestuck Soundtrack,Showtime,Verse,http://www.hooktheory.com/theorytab/view/homestuck-soundtrack/showtime#verse,"6,5,1,2"
Dinka,Never Let Go,Chorus,http://www.hooktheory.com/theorytab/view/dinka/never-let-go#chorus,"6,5,1,2"
Rebecca and Fiona,Bullets - Nause and Adrian Lux Remix,Chorus,http://www.hooktheory.com/theorytab/view/rebecca-and-fiona/bullets---nause-and-adrian-lux-remix#chorus,"6,5,1,2"
The Hotelier,An Introduction To The Album,Intro,http://www.hooktheory.com/theorytab/view/the-hotelier/an-introduction-to-the-album#intro,"6,5,1,2"
Marina and the Diamonds,True Colors,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/marina-and-the-diamonds/true-colors#verse-and-pre-chorus,"6,5,1,2"
Kylie Minogue,In My Arms,Chorus,http://www.hooktheory.com/theorytab/view/kylie-minogue/in-my-arms#chorus,"6,5,1,3"
Capcom,Mega Man 9 - Strange World,Verse,http://www.hooktheory.com/theorytab/view/capcom/mega-man-9---strange-world#verse,"6,5,1,47"
Singularity,Vain,Intro,http://www.hooktheory.com/theorytab/view/singularity/vain#intro,"6,5,1,47"
Rihanna,Kiss It Better,Chorus,http://www.hooktheory.com/theorytab/view/rihanna/kiss-it-better#chorus,"6,5,1,16"
Elliott Smith,Say Yes,Outro,http://www.hooktheory.com/theorytab/view/elliott-smith/say-yes#outro,"6,5,4,1"
